target_id	length	eff_length	est_counts	tpm
Smp_186980.1	402	231.598	215	72.3095
Smp_197050.1	186	45.8377	46	78.1678
Smp_160500.1	5316	5144.23	110	1.66558
Smp_160490.1	3894	3722.23	184	3.85041
Smp_070540.1	5995	5823.23	586.385	7.84352
Smp_160480.1	791	619.231	15.5313	1.95365
Smp_160480.2	659	487.359	15.4687	2.47228
Smp_160470.1	3111	2939.23	265	7.02271
Smp_160460.1	7563	7391.23	776.168	8.17959
Smp_160450.1	3576	3404.23	465	10.6396
Smp_191780.1	297	132.228	16	9.42521
Smp_160440.1	2374	2202.23	346	12.2379
Smp_160430.1	369	199.394	153	59.7684
Smp_160420.1	417	246.395	180	56.9027
Smp_160410.1	7034	6862.23	24.8366	0.281915
Smp_160410.2	875	703.231	272.566	30.1902
Smp_092930.1	1176	1004.23	305	23.6569
Smp_092950.1	5574	5402.23	497	7.16598
Smp_173020.1	2529	2357.23	104.049	3.43819
Smp_200370.1	204	57.7034	1.26339	1.70541
Smp_200460.1	246	88.825	8	7.01532
Smp_158440.1	660	488.359	118	18.8207
Smp_158430.1	813	641.231	72	8.74602
Smp_067090.1	434	263.177	310	91.75
Smp_158420.1	960	788.231	1.00019	0.0988375
Smp_067060.1	1205	1033.23	20216.4	1524.05
Smp_067050.1	54	29.6667	0	0
Smp_158410.1	597	425.455	0	0
Smp_184360.1	369	199.394	0	0
Smp_193860.1	655	483.384	0	0
Smp_179960.1	357	187.793	0	0
Smp_103610.1	1203	1031.23	22414.4	1693.03
Smp_179950.1	912	740.231	21.1535	2.22591
Smp_168300.1	288	124.24	0	0
Smp_168290.1	336	167.801	0	0
Smp_085010.1	1122	950.231	2190	179.518
Smp_168280.1	327	159.441	0	0
Smp_200280.1	246	88.825	452	396.366
Smp_180980.1	474	302.675	7	1.80142
Smp_196410.1	1479	1307.23	2	0.119171
Smp_105320.1	401	230.622	1296	437.721
Smp_105330.1	975	803.231	452	43.8319
Smp_105340.1	3678	3506.23	109	2.42147
Smp_105360.1	3393	3221.23	35	0.846328
Smp_105370.1	1002	830.231	80	7.50557
Smp_181040.1	2006	1834.23	35	1.4863
Smp_181050.1	6838	6666.23	2100	24.5376
Smp_178010.1	488	316.598	395.371	97.2723
Smp_016050.1	3316	3144.23	1639	40.6029
Smp_130910.1	1113	941.231	509	42.1225
Smp_172850.1	647	475.407	954	156.306
Smp_130920.1	2289	2117.23	369	13.5753
Smp_130930.1	489	317.598	119	29.1852
Smp_016090.1	6991	6819.23	844	9.6405
Smp_130940.1	13950	13778.2	623.657	3.5257
Smp_209000.1	222131	221959	2537.72	0.890559
Smp_016200.1	1177	1005.23	127.866	9.90792
Smp_016200.4	5574	5402.23	75.1519	1.08358
Smp_016200.3	1492	1320.23	540.868	31.9105
Smp_016180.1	5049	4877.23	72.3571	1.15558
Smp_130980.1	1194	1022.23	425.412	32.4155
Smp_130970.1	1527	1355.23	164.78	9.47075
Smp_130960.1	2352	2180.23	27.8622	0.995417
Smp_016130.1	5892	5720.23	321.094	4.37232
Smp_130950.1	1715	1543.23	1499	75.6595
Smp_171010.1	2046	1874.23	93	3.86503
Smp_089570.1	427	256.294	2066	627.891
Smp_171020.1	3829	3657.23	2036	43.3629
Smp_089590.1	1677	1505.23	1040	53.8174
Smp_171030.1	1065	893.231	60	5.23215
Smp_171040.1	3960	3788.23	882	18.1353
Smp_089630.1	1707	1535.23	454	23.0343
Smp_089640.2	1176	1004.23	2170.75	168.371
Smp_089640.3	2750	2578.23	63.2537	1.91098
Smp_089650.1	2451	2279.23	205	7.00581
Smp_089670.1	6354	6182.23	3789	47.7389
Smp_171060.1	819	647.231	1	0.120346
Smp_171070.1	6709	6537.23	579.824	6.90868
Smp_089700.1	3334	3162.23	2493	61.4075
Smp_171080.1	720	548.231	440	62.5146
Smp_171090.1	2014	1842.23	550	23.2547
Smp_196980.1	225	72.5771	7	7.51262
Smp_196580.1	51	26.6667	0	0
Smp_022640.1	887	715.231	3363	366.246
Smp_092150.1	791	619.231	41.9666	5.2789
Smp_151640.1	691	519.284	95	14.2499
Smp_055390.1	987	815.231	132	12.6121
Smp_055400.1	3481	3309.23	595.202	14.0097
Smp_151650.1	650	478.384	434	70.6653
