target_id	length	eff_length	est_counts	tpm
Smp_186980.1	402	215.387	184	69.2408
Smp_197050.1	186	39.7734	44	89.665
Smp_160500.1	5316	5126.62	176	2.78256
Smp_160490.1	3894	3704.62	200	4.37572
Smp_070540.1	5995	5805.62	522.081	7.28873
Smp_160480.1	791	601.705	25.1608	3.38926
Smp_160480.2	659	469.781	29.8392	5.14818
Smp_160470.1	3111	2921.62	389	10.7917
Smp_160460.1	7563	7373.62	996.189	10.9503
Smp_160450.1	3576	3386.62	455	10.8895
Smp_191780.1	297	119.236	8	5.43807
Smp_160440.1	2374	2184.62	306	11.3529
Smp_160430.1	369	184.113	125	55.0288
Smp_160420.1	417	229.775	162	57.1446
Smp_160410.1	7034	6844.62	57.1571	0.676836
Smp_160410.2	875	685.681	229.346	27.1102
Smp_092930.1	1176	986.624	331	27.1919
Smp_092950.1	5574	5384.62	799.605	12.036
Smp_173020.1	2529	2339.62	178.019	6.16715
Smp_200370.1	204	49.8633	3.44274	5.59612
Smp_200460.1	246	78.6323	4	4.12308
Smp_158440.1	660	470.781	101	17.3886
Smp_158430.1	813	623.705	98	12.7353
Smp_067090.1	434	246.292	177	58.2486
Smp_158420.1	960	770.653	0	0
Smp_067060.1	1205	1015.62	43542.2	3474.89
Smp_067050.1	54	15.8889	0	0
Smp_158410.1	597	407.847	0	0
Smp_184360.1	369	184.113	0	0
Smp_193860.1	655	465.781	0	0
Smp_179960.1	357	172.862	0	0
Smp_103610.1	1203	1013.62	52736.3	4216.93
Smp_179950.1	912	722.681	46.4692	5.21173
Smp_168300.1	288	111.723	0	0
Smp_168290.1	336	153.649	0	0
Smp_085010.1	1122	932.624	3664	318.429
Smp_168280.1	327	145.462	0	0
Smp_200280.1	246	78.6323	845	871.001
Smp_180980.1	474	285.603	7	1.98655
Smp_196410.1	1479	1289.62	0	0
Smp_105320.1	401	214.451	854	322.77
Smp_105330.1	975	785.653	447	46.1148
Smp_105340.1	3678	3488.62	81	1.88189
Smp_105360.1	3393	3203.62	42	1.0626
Smp_105370.1	1002	812.624	93	9.27591
Smp_181040.1	2006	1816.62	34	1.51697
Smp_181050.1	6838	6648.62	2877	35.0729
Smp_178010.1	488	299.496	395.611	107.063
Smp_016050.1	3316	3126.62	1768	45.8321
Smp_130910.1	1113	923.624	452	39.6649
Smp_172850.1	647	457.798	638	112.956
Smp_130920.1	2289	2099.62	389	15.0166
Smp_130930.1	489	300.496	163	43.9655
Smp_016090.1	6991	6801.62	1231	14.6693
Smp_130940.1	13950	13760.6	650.532	3.83172
