target_id	length	eff_length	est_counts	tpm
Smp_186980.1	402	230.007	197	66.3981
Smp_197050.1	186	45.3994	58	99.0393
Smp_160500.1	5316	5142.25	209	3.15082
Smp_160490.1	3894	3720.25	195	4.06343
Smp_070540.1	5995	5821.25	1512.54	20.1429
Smp_160480.1	791	617.246	22.7566	2.85811
Smp_160480.2	659	485.246	27.2434	4.35241
Smp_160470.1	3111	2937.25	385	10.1613
Smp_160460.1	7563	7389.25	545.161	5.71945
Smp_160450.1	3576	3402.25	606	13.8082
Smp_191780.1	297	131.626	3	1.76689
Smp_160440.1	2374	2200.25	577	20.3299
Smp_160430.1	369	198.298	215	84.0525
Smp_160420.1	417	244.664	296	93.7888
Smp_160410.1	7034	6860.25	103.429	1.16878
Smp_160410.2	875	701.246	386.558	42.734
Smp_092930.1	1176	1002.25	739	57.161
Smp_092950.1	5574	5400.25	1420	20.3847
Smp_173020.1	2529	2355.25	303.327	9.984
Smp_200370.1	204	57.1428	3.41553	4.63368
Smp_200460.1	246	88.1847	14	12.3074
Smp_158440.1	660	486.246	219	34.9155
Smp_158430.1	813	639.246	246	29.833
Smp_067090.1	434	261.274	345	102.365
Smp_158420.1	960	786.246	27.0033	2.66249
Smp_067060.1	1205	1031.25	40974.7	3080.23
Smp_067050.1	54	7.66667	0	0
Smp_158410.1	597	423.294	0	0
Smp_184360.1	369	198.298	0	0
Smp_193860.1	655	481.271	0	0
Smp_179960.1	357	186.889	0	0
Smp_103610.1	1203	1029.25	120129	9048.09
Smp_179950.1	912	738.246	432.734	45.4412
Smp_168300.1	288	123.538	1	0.627522
Smp_168290.1	336	167.158	0	0
Smp_085010.1	1122	948.246	385	31.4753
Smp_168280.1	327	158.843	0	0
Smp_200280.1	246	88.1847	1039	913.382
Smp_180980.1	474	300.901	6	1.54581
Smp_196410.1	1479	1305.25	0	0
Smp_105320.1	401	229.03	1955	661.735
Smp_105330.1	975	801.246	736	71.2101
Smp_105340.1	3678	3504.25	25	0.553064
Smp_105360.1	3393	3219.25	30	0.722432
Smp_105370.1	1002	828.246	94	8.79829
Smp_181040.1	2006	1832.25	56	2.36938
Smp_181050.1	6838	6664.25	4517	52.5447
Smp_178010.1	488	314.759	1224.79	301.658
Smp_016050.1	3316	3142.25	2707	66.7849
Smp_130910.1	1113	939.246	900	74.2836
Smp_172850.1	647	473.271	986	161.509
Smp_130920.1	2289	2115.25	211	7.73306
Smp_130930.1	489	315.743	105	25.7801
Smp_016090.1	6991	6817.25	1149	13.066
Smp_130940.1	13950	13776.2	972.133	5.47047
Smp_209000.1	222131	221957	4339.73	1.51574
Smp_016200.1	1177	1003.25	24.6936	1.90812
Smp_016200.4	5574	5400.25	110.275	1.58304
Smp_016200.3	1492	1318.25	720.868	42.3925
Smp_016180.1	5049	4875.25	131.188	2.08607
Smp_130980.1	1194	1020.25	804.41	61.1227
Smp_130970.1	1527	1353.25	70.2335	4.02344
Smp_130960.1	2352	2178.25	0	0
Smp_016130.1	5892	5718.25	296.969	4.02604
Smp_130950.1	1715	1541.25	440.936	22.1786
Smp_171010.1	2046	1872.25	20	0.828127
Smp_089570.1	427	254.42	2080	633.785
Smp_171020.1	3829	3655.25	535	11.3466
Smp_089590.1	1677	1503.25	1253	64.6176
Smp_171030.1	1065	891.246	218	18.9622
Smp_171040.1	3960	3786.25	1481	30.3233
Smp_089630.1	1707	1533.25	705	35.6457
Smp_089640.2	1176	1002.25	2167.63	167.664
Smp_089640.3	2750	2576.25	123.37	3.71237
Smp_089650.1	2451	2277.25	323	10.9957
Smp_089670.1	6354	6180.25	4551	57.0862
Smp_171060.1	819	645.246	2	0.240289
Smp_171070.1	6709	6535.25	1345.75	15.9636
Smp_089700.1	3334	3160.25	1667	40.8926
Smp_171080.1	720	546.246	407	57.7612
Smp_171090.1	2014	1840.25	235	9.8997
Smp_196980.1	225	71.8744	2	2.15718
Smp_196580.1	51	4.66667	0	0
Smp_022640.1	887	713.246	4595	499.432
Smp_092150.1	791	617.246	41.0252	5.15255
Smp_151640.1	691	517.246	202.601	30.365
Smp_055390.1	987	813.246	425	40.5132
Smp_055400.1	3481	3307.25	1044.9	24.4929
Smp_151650.1	650	476.271	757	123.217
Smp_055420.2	567	393.376	95.3811	18.7968
Smp_055420.1	974	800.246	198.619	19.241
Smp_151660.1	2052	1878.25	25	1.03185
Smp_151670.1	1470	1296.25	244	14.5926
Smp_055440.1	2328	2154.25	101	3.6346
Smp_055450.1	683	509.246	402	61.1967
Smp_200290.1	204	57.1428	37	50.1961
Smp_151680.1	564	390.376	11	2.18444
Smp_118240.1	936	762.246	33	3.35621
Smp_167830.1	303	136.937	195	110.393
Smp_152160.1	345	175.504	10	4.41716
Smp_209020.1	123	13.3113	2	11.6477
Smp_152150.1	9707	9533.25	8068.23	65.6096
Smp_200940.1	438	265.261	3	0.876756
Smp_196600.1	3423	3249.25	420	10.0207
Smp_152180.1	1518	1344.25	856	49.3657
Smp_152190.1	681	507.246	0	0
Smp_152200.1	1068	894.246	0	0
Smp_152210.1	279	115.785	2	1.33909
Smp_200970.1	171	36.5792	5	10.5966
Smp_152220.1	1221	1047.25	62	4.58958
Smp_056200.1	1446	1272.25	873	53.1953
Smp_152230.1	4512	4338.25	593	10.5967
Smp_152260.1	6051	5877.25	87	1.14756
Smp_152270.1	962	788.246	664	65.3035
Smp_056240.1	1939	1765.25	1048	46.0242
Smp_152280.1	1041	867.246	9	0.804508
Smp_056260.1	1017	843.246	91	8.36598
Smp_152290.1	1041	867.246	41	3.66498
Smp_056280.1	1947	1773.25	12	0.524617
Smp_056290.1	5859	5685.25	46	0.627247
Smp_152300.1	2525	2351.25	794	26.179
Smp_152310.1	1134	960.246	5	0.403662
Smp_200300.1	354	184.062	277	116.666
Smp_176450.1	4560	4386.25	22	0.38883
Smp_176440.1	6912	6738.25	728.586	8.38231
Smp_176430.2	3774	3600.25	187.859	4.04511
Smp_176430.1	4233	4059.25	32.1407	0.613818
Smp_176460.1	981	807.246	263	25.2569
Smp_189980.1	783	609.246	0	0
Smp_098840.1	1944	1770.25	700.488	30.6759
Smp_098850.1	813	639.246	88	10.672
Smp_163240.1	3279	3105.25	146.159	3.64887
Smp_163230.1	1635	1461.25	207	10.9819
Smp_163220.1	1119	945.246	366	30.0169
Smp_163210.1	2427	2253.25	1128	38.8088
Smp_200310.1	285	120.902	40.4221	25.919
Smp_068990.1	7963	7789.25	1078.55	10.7343
Smp_159540.1	12903	12729.2	384	2.33861
Smp_116070.1	267	105.457	0	0
Smp_159550.1	2046	1872.25	215	8.90237
Smp_159560.1	2208	2034.25	12	0.457307
Smp_159570.1	3744	3570.25	199	4.32101
Smp_159590.1	2091	1917.25	449	18.1551
Smp_159600.1	4779	4605.25	171	2.87855
Smp_129610.1	1155	981.246	321	25.3605
Smp_129600.1	444	271.192	13	3.71618
Smp_129590.1	4881	4707.25	593	9.76602
Smp_129580.1	3912	3738.25	1222.73	25.3566
Smp_201090.1	1422	1248.25	7	0.434738
Smp_129550.1	2800	2626.25	538.399	15.8927
Smp_129560.1	2528	2354.25	1379	45.409
